PID,Fraud,DeductibleAmt,AmtReimbursed,CountOfCID,AvgAmtReimb,AvgAmtDed,CountOfBene,AvgReimbPerBene,AvgDedPerBene,AvgAge
PRV54269,No,290,32740,118,277,2,26,1259,11,77
PRV54270,No,150,11320,34,333,4,27,419,6,69
PRV54271,No,130,6240,29,215,4,12,520,11,66
PRV54273,No,930,72020,234,308,4,108,667,9,73
PRV54274,No,40,16740,47,356,1,17,985,2,74
PRV54275,No,0,50,1,50,0,1,50,0,82
PRV54276,No,4592,100810,77,1309,60,35,2880,131,69
PRV54278,No,140,19690,61,323,2,27,729,5,68
PRV54280,No,0,7030,20,352,0,15,469,0,71
PRV54282,No,70,6540,19,344,4,11,595,6,67
PRV54283,No,0,550,5,110,0,5,110,0,58
PRV54284,No,8774,96100,113,850,78,43,2235,204,69
PRV54285,No,200,2550,20,128,10,16,159,13,76
PRV54287,No,720,37900,155,245,5,67,566,11,73
PRV54288,No,0,4100,15,273,0,13,315,0,69
PRV54289,No,170,17720,56,316,3,28,633,6,75
PRV54290,No,0,3300,6,550,0,6,550,0,72
PRV54291,No,60,1710,10,171,6,9,190,7,71
PRV54293,No,0,2520,2,1260,0,2,1260,0,72
PRV54294,No,0,60,1,60,0,1,60,0,76
PRV54295,No,0,3300,1,3300,0,1,3300,0,90
PRV54296,No,200,10460,54,194,4,18,581,11,76
PRV54297,Yes,8544,168000,8,21000,1068,7,24000,1221,77
PRV54298,No,3204,38000,3,12667,1068,3,12667,1068,69
PRV54299,No,0,1800,5,360,0,5,360,0,72
PRV54300,No,280,1490,6,248,47,6,248,47,70
PRV54301,No,0,3690,13,284,0,11,335,0,73
PRV54302,No,0,3300,1,3300,0,1,3300,0,83
PRV54303,No,0,5160,16,323,0,14,369,0,68
PRV54304,No,0,50,1,50,0,1,50,0,76
PRV54305,No,10,2660,6,443,2,5,532,2,70
PRV54306,No,400,13300,33,403,12,28,475,14,69
PRV54307,No,0,400,2,200,0,2,200,0,59
PRV54308,No,0,70,1,70,0,1,70,0,86
PRV54309,No,220,6160,29,212,8,18,342,12,76
PRV54310,No,0,300,7,43,0,3,100,0,68
PRV54311,No,0,100,3,33,0,3,33,0,86
PRV54312,No,30,350,4,88,8,4,88,8,77
PRV54313,No,80,7070,16,442,5,16,442,5,69
PRV54315,No,250,37770,103,367,2,41,921,6,69
PRV54316,No,0,250,2,125,0,1,250,0,88
PRV54317,No,40,3650,25,146,2,22,166,2,70
PRV54319,No,0,100,1,100,0,1,100,0,85
PRV54320,No,180,21760,102,213,2,44,495,4,76
PRV54323,Yes,310,10380,51,204,6,30,346,10,71
PRV54324,No,34176,266000,32,8313,1068,28,9500,1221,75
PRV54325,No,16020,142000,15,9467,1068,15,9467,1068,69
PRV54326,No,5340,20000,5,4000,1068,4,5000,1335,79
PRV54327,Yes,14034,195380,70,2791,200,43,4544,326,79
PRV54328,No,17258,195980,117,1675,148,99,1980,174,75
PRV54330,No,19166,280120,472,593,41,372,753,52,75
PRV54332,No,2360,333170,995,335,2,531,627,4,73
PRV54333,Yes,54140,629430,360,1748,150,291,2163,186,72
PRV54334,No,270,22590,105,215,3,49,461,6,74
PRV54335,No,20702,245690,219,1122,95,187,1314,111,73
PRV54336,Yes,15252,232060,232,1000,66,103,2253,148,74
PRV54337,No,66646,640510,149,4299,447,132,4852,505,77
PRV54339,No,11938,143870,123,1170,97,68,2116,176,73
PRV54340,No,3834,69900,96,728,40,54,1294,71,71
PRV54341,No,1218,23970,55,436,22,34,705,36,77
PRV54342,No,7656,44280,35,1265,219,34,1302,225,70
PRV54343,No,100,3110,17,183,6,16,194,6,68
PRV54344,No,200,17170,51,337,4,42,409,5,70
PRV54345,No,500,47280,167,283,3,139,340,4,75
PRV54347,No,0,6530,26,251,0,25,261,0,73
PRV54348,No,95392,959880,217,4423,440,203,4728,470,74
PRV54349,No,550,17850,77,232,7,27,661,20,71
PRV54350,Yes,115414,1425070,1495,953,77,530,2689,218,73
PRV54352,No,0,1670,12,139,0,7,239,0,63
PRV54353,No,250,6620,32,207,8,31,214,8,74
PRV54354,Yes,26770,259620,100,2596,268,89,2917,301,75
PRV54355,No,2336,14040,16,878,146,10,1404,234,71
PRV54356,No,14952,195370,31,6302,482,24,8140,623,70
PRV54357,No,0,2190,10,219,0,9,243,0,80
PRV54358,No,30,13150,43,306,1,30,438,1,69
PRV54359,Yes,47892,584210,490,1192,98,152,3843,315,72
PRV54360,No,200,9100,37,246,5,32,284,6,80
PRV54361,Yes,6428,83640,40,2091,161,27,3098,238,72
PRV54362,No,410,14510,50,290,8,38,382,11,74
PRV54363,No,13086,136700,64,2136,204,47,2909,278,75
PRV54365,No,380,31190,115,271,3,61,511,6,77
PRV54367,Yes,335394,3133880,636,4927,527,558,5616,601,74
PRV54368,No,4612,45340,110,412,42,98,463,47,73
PRV54370,No,490,42270,181,234,3,113,374,4,73
PRV54371,No,50,8280,31,267,2,30,276,2,74
PRV54372,Yes,26618,673000,1617,416,16,805,836,33,73
PRV54373,No,1068,5830,8,729,134,8,729,134,75
PRV54374,No,2270,280020,854,328,3,455,615,5,74
PRV54375,No,16030,143990,56,2571,286,48,3000,334,73
PRV54377,No,2226,33110,20,1656,111,19,1743,117,65
PRV54378,No,19624,200510,79,2538,248,58,3457,338,74
PRV54379,No,28018,280670,116,2420,242,96,2924,292,71
PRV54380,No,2136,16940,12,1412,178,11,1540,194,72
PRV54381,No,14144,163410,129,1267,110,124,1318,114,74
PRV54382,Yes,67644,704830,257,2743,263,214,3294,316,74
PRV54383,No,0,5470,29,189,0,22,249,0,79
PRV54384,No,2136,44280,28,1581,76,27,1640,79,75
PRV54387,No,1290,113710,415,274,3,235,484,5,73
PRV54388,Yes,6478,48840,76,643,85,73,669,89,76
PRV54389,No,100,25590,56,457,2,44,582,2,73
PRV54390,No,40654,352760,95,3713,428,86,4102,473,75
PRV54391,Yes,21720,237230,318,746,68,222,1069,98,74
PRV54392,No,20,4860,35,139,1,33,147,1,68
PRV54393,No,5770,48090,75,641,77,63,763,92,69
PRV54396,No,1128,26840,44,610,26,32,839,35,75
PRV54399,Yes,14744,263040,349,754,42,144,1827,102,73
PRV54400,No,20,28030,96,292,0,88,319,0,74
PRV54401,No,0,3020,22,137,0,22,137,0,73
PRV54402,No,6518,74520,56,1331,116,50,1490,130,73
PRV54403,No,100,1880,12,157,8,11,171,9,65
PRV54404,No,3166,83080,266,312,12,188,442,17,73
PRV54407,No,20,2540,19,134,1,16,159,1,74
PRV54408,No,2176,53140,106,501,21,28,1898,78,69
PRV54409,No,5340,35160,19,1851,281,16,2198,334,77
PRV54410,No,50,10350,37,280,1,20,518,3,64
PRV54411,No,1238,8070,22,367,56,16,504,77,71
PRV54412,No,30,12280,70,175,0,43,286,1,71
PRV54413,No,40,3150,20,158,2,14,225,3,74
PRV54414,No,1288,31780,30,1059,43,18,1766,72,73
PRV54415,No,210,7130,27,264,8,16,446,13,73
PRV54416,No,0,7880,17,464,0,16,493,0,72
PRV54419,No,0,4970,28,178,0,27,184,0,75
PRV54420,No,0,300,1,300,0,1,300,0,47
PRV54421,No,100,14530,65,224,2,31,469,3,68
PRV54422,No,0,2750,15,183,0,12,229,0,71
PRV54423,No,390,22480,93,242,4,51,441,8,75
PRV54424,No,0,150,2,75,0,2,75,0,70
PRV54425,No,4272,74300,18,4128,237,13,5715,329,73
PRV54426,No,9612,100390,24,4183,401,20,5020,481,74
PRV54427,No,290,11740,62,189,5,20,587,15,72
PRV54429,No,2366,51170,65,787,36,27,1895,88,66
PRV54430,No,440,12900,64,202,7,30,430,15,72
PRV54431,No,0,1580,9,176,0,9,176,0,68
PRV54432,No,0,1110,5,222,0,5,222,0,71
PRV54433,No,0,4040,14,289,0,12,337,0,72
PRV54434,No,2306,28830,42,686,55,31,930,74,76
PRV54435,No,0,4280,11,389,0,8,535,0,70
PRV54436,No,0,2200,2,1100,0,2,1100,0,77
PRV54437,No,0,3230,14,231,0,14,231,0,72
PRV54438,No,710,61630,272,227,3,98,629,7,68
PRV54439,No,0,190,3,63,0,3,63,0,84
PRV54441,No,0,480,4,120,0,4,120,0,82
PRV54442,No,70,25300,68,372,1,56,452,1,75
PRV54443,No,310,27200,61,446,5,51,533,6,76
PRV54444,No,140,9770,27,362,5,25,391,6,75
PRV54448,No,60,6720,23,292,3,23,292,3,71
PRV54449,No,0,50,1,50,0,1,50,0,72
PRV54450,No,0,5790,10,579,0,10,579,0,67
PRV54451,No,70,8310,13,639,5,13,639,5,76
PRV54452,No,90,520,5,104,18,5,104,18,76
PRV54454,No,420,45040,171,263,2,138,326,3,73
PRV54455,No,0,1390,6,232,0,6,232,0,76
PRV54456,No,0,1370,8,171,0,6,228,0,74
PRV54457,No,0,2220,16,139,0,8,278,0,69
PRV54459,No,0,3080,9,342,0,9,342,0,71
PRV54460,No,5340,47000,5,9400,1068,5,9400,1068,66
PRV54461,No,11748,152000,12,12667,979,12,12667,979,73
PRV54462,No,120,16330,80,204,2,75,218,2,71
PRV54463,No,0,2010,3,670,0,3,670,0,60
PRV54465,No,140,3610,9,401,16,5,722,28,73
PRV54466,No,0,120,3,40,0,3,40,0,79
PRV54467,No,0,1380,7,197,0,5,276,0,70
PRV54468,No,0,1710,21,81,0,19,90,0,73
PRV54469,No,0,3290,11,299,0,10,329,0,69
PRV54471,No,10,16700,46,363,0,23,726,0,73
PRV54472,No,160,16300,32,509,5,19,858,8,72
PRV54473,No,0,11020,19,580,0,8,1378,0,72
PRV54475,No,350,43120,151,286,2,60,719,6,72
PRV54477,No,550,34310,100,343,6,60,572,9,70
PRV54478,No,0,21590,64,337,0,47,459,0,79
PRV54479,No,0,8640,17,508,0,9,960,0,77
PRV54480,No,6408,40000,6,6667,1068,6,6667,1068,76
PRV54481,No,100,1890,8,236,13,8,236,13,74
PRV54482,No,0,370,6,62,0,6,62,0,74
PRV54483,No,140,1170,13,90,11,11,106,13,76
PRV54486,No,0,8010,28,286,0,19,422,0,75
PRV54489,No,0,6300,14,450,0,14,450,0,73
PRV54490,No,90,2160,23,94,4,19,114,5,78
PRV54491,No,90,8730,14,624,6,10,873,9,73
PRV54496,No,100,2360,8,295,13,7,337,14,76
PRV54497,No,4272,51000,5,10200,854,5,10200,854,70
PRV54498,No,1068,12000,1,12000,1068,1,12000,1068,99
PRV54499,No,1068,11000,1,11000,1068,1,11000,1068,69
PRV54500,No,2136,25000,2,12500,1068,2,12500,1068,78
PRV54501,No,3204,40000,3,13333,1068,3,13333,1068,85
PRV54502,No,3204,55000,3,18333,1068,3,18333,1068,61
PRV54503,No,1068,8000,1,8000,1068,1,8000,1068,73
PRV54504,Yes,47072,434920,120,3624,392,103,4223,457,76
PRV54505,Yes,5440,55140,38,1451,143,24,2298,227,76
PRV54506,No,3634,56570,134,422,27,75,754,48,73
PRV54507,No,39636,363310,109,3333,364,73,4977,543,75
PRV54508,No,360,33010,90,367,4,75,440,5,73
PRV54509,No,0,250,4,63,0,4,63,0,74
PRV54510,No,510,41250,149,277,3,75,550,7,73
PRV54511,No,0,8690,32,272,0,30,290,0,72
PRV54514,Yes,51964,644010,387,1664,134,305,2112,170,75
PRV54515,No,180,22750,67,340,3,66,345,3,75
PRV54517,No,80,5660,45,126,2,16,354,5,80
PRV54519,No,150,4540,15,303,10,10,454,15,75
PRV54520,No,120,8080,15,539,8,11,735,11,78
PRV54521,No,280,31840,64,498,4,39,816,7,70
PRV54522,No,0,2030,2,1015,0,2,1015,0,67
PRV54523,No,0,90,1,90,0,1,90,0,84
PRV54524,No,0,2840,21,135,0,16,178,0,70
PRV54526,No,80,10230,46,222,2,17,602,5,64
PRV54528,No,0,5710,23,248,0,9,634,0,78
PRV54529,No,70,160,5,32,14,5,32,14,84
PRV54530,No,50,2580,13,198,4,4,645,13,77
PRV54531,No,1168,14030,30,468,39,26,540,45,76
PRV54535,No,100,7090,34,209,3,29,244,3,69
PRV54536,No,0,4890,13,376,0,11,445,0,72
PRV54537,No,200,22470,60,375,3,20,1124,10,73
PRV54538,No,480,21330,48,444,10,32,667,15,76
PRV54539,No,310,18130,69,263,4,43,422,7,74
PRV54540,Yes,100,9690,20,485,5,19,510,5,76
PRV54541,No,2136,6050,7,864,305,6,1008,356,78
PRV54542,No,5420,35420,20,1771,271,14,2530,387,73
PRV54543,Yes,3464,41500,17,2441,204,15,2767,231,72
PRV54544,No,100,5250,28,188,4,8,656,13,77
PRV54545,No,0,180,2,90,0,1,180,0,98
PRV54546,No,100,910,6,152,17,6,152,17,65
PRV54547,No,0,540,3,180,0,3,180,0,71
PRV54548,No,0,1890,12,158,0,7,270,0,68
PRV54549,No,0,40,1,40,0,1,40,0,67
PRV54550,No,0,5550,21,264,0,13,427,0,74
PRV54551,No,0,1960,7,280,0,5,392,0,78
PRV54552,No,200,11370,45,253,4,28,406,7,77
PRV54553,No,0,3740,18,208,0,12,312,0,76
PRV54554,No,0,6990,26,269,0,8,874,0,79
PRV54555,No,6408,51000,6,8500,1068,6,8500,1068,78
PRV54557,Yes,1730,157890,564,280,3,263,600,7,74
PRV54558,No,16090,197970,73,2712,220,69,2869,233,75
PRV54559,No,24584,255560,66,3872,372,57,4484,431,72
PRV54560,Yes,42720,473080,98,4827,436,87,5438,491,75
PRV54561,No,27060,269670,186,1450,145,102,2644,265,77
PRV54562,No,440,57510,206,279,2,75,767,6,78
PRV54563,No,1090,79070,267,296,4,172,460,6,73
PRV54564,No,2250,229780,803,286,3,330,696,7,74
PRV54565,No,40784,412130,130,3170,314,106,3888,385,77
PRV54566,Yes,42072,755660,308,2453,137,247,3059,170,74
PRV54567,No,6508,112690,57,1977,114,34,3314,191,76
PRV54568,No,5340,53640,56,958,95,46,1166,116,73
PRV54569,No,12906,209350,63,3323,205,42,4985,307,73
PRV54571,No,4272,50610,17,2977,251,17,2977,251,71
PRV54572,No,270,53110,146,364,2,117,454,2,76
PRV54573,No,120,5960,22,271,5,14,426,9,75
PRV54574,No,130,7800,35,223,4,24,325,5,71
PRV54575,No,33608,504080,273,1846,123,155,3252,217,76
PRV54576,No,12816,113100,16,7069,801,16,7069,801,77
PRV54577,No,45924,494010,61,8099,753,56,8822,820,77
PRV54578,No,390,24130,77,313,5,37,652,11,76
PRV54579,No,0,1290,2,645,0,2,645,0,49
PRV54580,No,60,7280,30,243,2,19,383,3,74
PRV54581,No,0,2160,11,196,0,9,240,0,75
PRV54582,No,300,18960,71,267,4,35,542,9,78
PRV54585,No,320,22620,75,302,4,34,665,9,72
PRV54587,No,0,150,3,50,0,2,75,0,96
PRV54588,No,120,17220,63,273,2,47,366,3,75
PRV54589,No,0,1700,11,155,0,5,340,0,68
PRV54590,No,1248,28700,66,435,19,34,844,37,79
PRV54591,No,80,8280,45,184,2,14,591,6,74
PRV54593,No,30,10960,35,313,1,22,498,1,71
PRV54595,No,0,7620,11,693,0,9,847,0,76
PRV54596,No,150,16490,64,258,2,20,825,8,78
PRV54597,No,10,5000,15,333,1,10,500,1,73
PRV54598,No,0,1010,9,112,0,7,144,0,68
PRV54599,No,60,3820,17,225,4,11,347,5,74
PRV54601,No,60,710,11,65,5,6,118,10,71
PRV54602,No,30,1710,14,122,2,13,132,2,72
PRV54603,No,280,16180,57,284,5,32,506,9,76
PRV54604,No,70,8240,38,217,2,15,549,5,73
PRV54606,No,0,1510,8,189,0,8,189,0,68
PRV54608,No,0,10650,33,323,0,10,1065,0,76
PRV54609,No,170,17160,45,381,4,14,1226,12,68
PRV54610,No,190,14470,45,322,4,21,689,9,78
PRV54611,No,1168,4760,6,793,195,6,793,195,70
PRV54612,No,90,1120,12,93,8,4,280,23,72
PRV54614,No,40,1440,15,96,3,8,180,5,61
PRV54615,No,0,310,5,62,0,2,155,0,81
PRV54616,No,2136,23310,5,4662,427,5,4662,427,79
PRV54618,No,180,10200,32,319,6,18,567,10,70
PRV54619,No,0,9710,33,294,0,21,462,0,80
PRV54620,No,7476,74520,13,5732,575,12,6210,623,73
PRV54621,No,0,900,1,900,0,1,900,0,80
PRV54622,No,30,890,10,89,3,8,111,4,75
PRV54623,No,300,8030,43,187,7,11,730,27,76
PRV54624,No,0,10180,10,1018,0,8,1273,0,68
PRV54625,No,0,7290,16,456,0,7,1041,0,75
PRV54627,No,0,5530,26,213,0,13,425,0,80
PRV54628,No,0,1540,4,385,0,4,385,0,76
PRV54629,No,0,580,3,193,0,3,193,0,80
PRV54630,No,100,25680,85,302,1,23,1117,4,78
PRV54633,No,30,1430,12,119,3,6,238,5,67
PRV54634,No,190,6110,32,191,6,23,266,8,73
PRV54635,No,240,6590,33,200,7,11,599,22,77
PRV54636,No,80,26500,76,349,1,51,520,2,76
PRV54637,No,12816,226000,13,17385,986,12,18833,1068,68
PRV54638,No,6408,82000,6,13667,1068,6,13667,1068,81
PRV54639,No,12816,110000,13,8462,986,12,9167,1068,79
PRV54640,No,7516,74260,19,3908,396,19,3908,396,70
PRV54642,No,240,14110,49,288,5,46,307,5,76
PRV54643,No,0,8380,18,466,0,18,466,0,72
PRV54644,Yes,23516,212370,68,3123,346,66,3218,356,73
PRV54645,No,60,1010,2,505,30,2,505,30,86
PRV54646,No,0,11180,23,486,0,13,860,0,64
PRV54649,Yes,22718,315080,75,4201,303,73,4316,311,77
PRV54651,Yes,21470,291760,91,3206,236,87,3354,247,72
PRV54652,No,80,12020,38,316,2,33,364,2,75
PRV54653,No,42720,377740,70,5396,610,61,6192,700,75
PRV54656,No,30,11380,35,325,1,35,325,1,73
PRV54657,No,18156,292220,46,6353,395,46,6353,395,75
PRV54658,No,26800,192580,85,2266,315,85,2266,315,74
PRV54660,No,30,5110,24,213,1,21,243,1,70
PRV54661,No,3204,88200,19,4642,169,19,4642,169,74
PRV54662,No,3314,25590,45,569,74,44,582,75,73
PRV54664,No,100,1200,2,600,50,2,600,50,72
PRV54666,No,1158,11310,5,2262,232,5,2262,232,73
PRV54667,No,8744,136690,166,823,53,66,2071,132,69
PRV54668,No,1598,96050,306,314,5,261,368,6,74
PRV54670,No,240,39370,159,248,2,115,342,2,74
PRV54671,No,0,920,3,307,0,1,920,0,75
PRV54672,No,0,4200,10,420,0,7,600,0,60
PRV54673,No,0,6000,1,6000,0,1,6000,0,67
PRV54674,No,3204,27000,3,9000,1068,3,9000,1068,87
PRV54675,Yes,39516,422000,37,11405,1068,34,12412,1162,73
PRV54676,Yes,40584,375200,40,9380,1015,36,10422,1127,74
PRV54677,No,110,16270,27,603,4,15,1085,7,74
PRV54678,No,70,6850,15,457,5,7,979,10,70
PRV54679,No,1068,7000,1,7000,1068,1,7000,1068,72
PRV54680,Yes,19224,257000,18,14278,1068,17,15118,1131,70
PRV54681,No,590,63790,301,212,2,285,224,2,75
PRV54682,No,5740,57690,96,601,60,88,656,65,71
PRV54683,No,1080,123850,462,268,2,406,305,3,75
PRV54684,No,240,43360,133,326,2,128,339,2,74
PRV54685,No,260,40150,145,277,2,139,289,2,77
PRV54686,No,15382,145620,157,928,98,125,1165,123,72
PRV54687,No,70,9390,18,522,4,18,522,4,74
PRV54688,Yes,14968,401660,1032,389,15,481,835,31,72
PRV54689,No,0,2070,20,104,0,20,104,0,78
PRV54690,No,1760,224960,840,268,2,366,615,5,73
PRV54691,No,7048,98310,67,1467,105,66,1490,107,73
PRV54692,Yes,51264,375880,72,5221,712,62,6063,827,79
PRV54693,No,2136,39930,52,768,41,51,783,42,74
PRV54694,No,430,90760,330,275,1,155,586,3,73
PRV54695,No,260,15750,53,297,5,53,297,5,78
PRV54696,No,6798,139150,71,1960,96,63,2209,108,72
PRV54697,No,1068,10880,8,1360,134,8,1360,134,77
PRV54699,No,100,360,4,90,25,4,90,25,78
PRV54701,No,0,1310,6,218,0,5,262,0,82
PRV54703,No,0,660,11,60,0,11,60,0,76
PRV54704,No,170,44710,161,278,1,115,389,1,75
PRV54705,No,20672,219740,257,855,80,119,1847,174,75
PRV54707,No,0,1280,9,142,0,8,160,0,65
PRV54708,No,0,2680,8,335,0,8,335,0,75
PRV54710,No,0,860,2,430,0,2,430,0,62
PRV54711,No,0,40,2,20,0,2,20,0,82
PRV54712,No,0,7460,14,533,0,13,574,0,69
PRV54713,No,200,1770,17,104,12,17,104,12,71
PRV54714,No,0,2480,10,248,0,10,248,0,79
PRV54715,No,100,6890,19,363,5,18,383,6,78
PRV54716,No,680,39240,141,278,5,55,713,12,75
PRV54717,No,0,2400,3,800,0,3,800,0,60
PRV54718,Yes,30972,302000,29,10414,1068,24,12583,1291,76
PRV54720,No,8544,127000,9,14111,949,9,14111,949,77
PRV54723,No,170,24350,90,271,2,86,283,2,75
PRV54724,No,50266,495650,71,6981,708,67,7398,750,79
PRV54725,No,150,34700,116,299,1,112,310,1,77
PRV54726,No,2286,33290,34,979,67,34,979,67,74
PRV54727,No,370,24270,59,411,6,59,411,6,78
PRV54728,No,2136,13690,11,1245,194,11,1245,194,77
PRV54730,No,0,9450,40,236,0,39,242,0,73
PRV54734,No,390,42870,138,311,3,127,338,3,74
PRV54735,No,5600,59710,38,1571,147,38,1571,147,76
PRV54737,No,13884,169510,35,4843,397,35,4843,397,78
PRV54739,Yes,45126,632650,186,3401,243,180,3515,251,75
PRV54741,No,960,47650,177,269,5,171,279,6,74
PRV54742,Yes,245058,2969530,1892,1570,130,989,3003,248,75
PRV54743,Yes,6538,87470,80,1093,82,77,1136,85,73
PRV54745,No,13090,295740,828,357,16,502,589,26,76
PRV54747,No,160,5420,21,258,8,20,271,8,74
PRV54748,No,290,32110,85,378,3,83,387,3,77
PRV54753,No,0,7780,16,486,0,16,486,0,76
PRV54756,No,3254,17390,19,915,171,19,915,171,71
PRV54757,No,13904,117290,65,1804,214,65,1804,214,78
PRV54758,No,420,25690,95,270,4,93,276,5,75
PRV54759,No,5380,45140,44,1026,122,44,1026,122,72
PRV54760,No,25632,195090,31,6293,827,29,6727,884,79
PRV54761,No,2290,216040,822,263,3,483,447,5,75
PRV54763,No,0,11770,34,346,0,33,357,0,74
PRV54764,No,14064,162080,51,3178,276,48,3377,293,75
PRV54765,Yes,205136,2000500,239,8370,858,201,9953,1021,75
PRV54767,No,8624,62080,63,985,137,62,1001,139,75
PRV54768,No,6478,79420,32,2482,202,31,2562,209,70
PRV54771,Yes,12906,171560,85,2018,152,80,2145,161,74
PRV54772,Yes,120824,1751320,2115,828,57,1061,1651,114,75
PRV54773,No,9822,160210,34,4712,289,34,4712,289,75
PRV54774,No,6650,203170,488,416,14,264,770,25,74
PRV54776,No,5340,37450,37,1012,144,37,1012,144,75
PRV54778,Yes,72234,998160,1672,597,43,857,1165,84,76
PRV54779,No,9612,120680,31,3893,310,31,3893,310,72
PRV54780,No,50,4950,21,236,2,21,236,2,79
PRV54781,Yes,75070,776560,205,3788,366,189,4109,397,75
PRV54783,No,180,20530,28,733,6,26,790,7,76
PRV54784,No,0,1520,9,169,0,9,169,0,77
PRV54785,No,2236,26330,8,3291,280,8,3291,280,70
PRV54786,Yes,3400,415900,1316,316,3,697,597,5,75
PRV54787,No,24724,297820,77,3868,321,76,3919,325,73
PRV54789,No,3204,30000,3,10000,1068,3,10000,1068,75
PRV54790,No,0,3560,8,445,0,8,445,0,76
PRV54792,No,60,5390,22,245,3,22,245,3,76
PRV54793,No,0,3820,10,382,0,5,764,0,68
PRV54794,No,0,450,3,150,0,3,150,0,75
PRV54795,No,60,7510,21,358,3,21,358,3,80
PRV54796,No,0,1700,2,850,0,2,850,0,51
PRV54798,No,0,290,5,58,0,5,58,0,84
PRV54799,No,0,100,1,100,0,1,100,0,67
PRV54800,No,0,500,2,250,0,2,250,0,67
PRV54802,No,0,1770,17,104,0,17,104,0,78
PRV54803,No,0,1880,3,627,0,3,627,0,71
PRV54805,No,0,270,5,54,0,5,54,0,76
PRV54806,No,510,13300,75,177,7,56,238,9,76
PRV54808,Yes,110,15140,32,473,3,32,473,3,71
PRV54809,No,160,21170,55,385,3,53,399,3,76
PRV54810,No,40,3800,7,543,6,7,543,6,72
PRV54812,No,12816,156000,12,13000,1068,12,13000,1068,78
PRV54813,No,3680,300030,1056,284,3,711,422,5,75
PRV54814,No,210,20790,82,254,3,72,289,3,73
PRV54817,No,1068,7000,1,7000,1068,1,7000,1068,99
PRV54818,No,5340,46000,5,9200,1068,5,9200,1068,71
PRV54819,No,22428,158110,25,6324,897,23,6874,975,76
PRV54820,No,1068,12000,1,12000,1068,1,12000,1068,97
PRV54821,No,7476,39000,7,5571,1068,7,5571,1068,75
PRV54822,Yes,17088,136000,16,8500,1068,16,8500,1068,69
PRV54824,No,10680,100000,10,10000,1068,10,10000,1068,73
PRV54827,No,0,2570,17,151,0,12,214,0,76
PRV54828,Yes,3384,111610,60,1860,56,22,5073,154,70
PRV54829,No,200,21140,75,282,3,55,384,4,76
PRV54830,No,1068,13810,11,1255,97,11,1255,97,74
PRV54831,No,4272,34040,17,2002,251,17,2002,251,70
PRV54832,Yes,5450,95240,60,1587,91,58,1642,94,74
PRV54833,No,340,19000,88,216,4,48,396,7,70
PRV54834,No,6608,59300,16,3706,413,15,3953,441,73
PRV54836,No,30,3400,8,425,4,8,425,4,72
PRV54837,Yes,5600,524060,1843,284,3,728,720,8,74
PRV54838,No,170,10800,58,186,3,31,348,5,75
PRV54840,No,0,6520,26,251,0,21,310,0,72
PRV54841,No,3204,50250,6,8375,534,5,10050,641,79
PRV54842,No,3534,62420,130,480,27,59,1058,60,75
PRV54845,Yes,8884,100280,41,2446,217,36,2786,247,70
PRV54846,No,9672,117930,42,2808,230,40,2948,242,73
PRV54847,No,11960,128200,296,433,40,135,950,89,71
PRV54848,No,24764,239270,28,8545,884,26,9203,952,74
PRV54849,No,0,1590,12,133,0,12,133,0,73
PRV54852,No,450,51420,180,286,3,82,627,5,76
PRV54854,No,440,39660,131,303,3,55,721,8,71
PRV54855,No,490,56930,212,269,2,129,441,4,73
PRV54856,No,0,40,1,40,0,1,40,0,66
PRV54859,No,280,12250,25,490,11,6,2042,47,70
PRV54860,No,280,14080,21,670,13,8,1760,35,70
PRV54861,No,180,6450,43,150,4,32,202,6,68
PRV54862,No,0,3530,7,504,0,1,3530,0,86
PRV54863,No,0,1140,6,190,0,6,190,0,70
PRV54864,No,0,860,5,172,0,5,172,0,70
PRV54865,No,50,610,6,102,8,6,102,8,76
PRV54866,No,90,40,2,20,45,2,20,45,53
PRV54867,No,20,3550,3,1183,7,3,1183,7,77
PRV54868,No,260,25220,105,240,2,91,277,3,73
PRV54869,No,0,950,8,119,0,8,119,0,70
PRV54870,No,0,1080,8,135,0,8,135,0,81
PRV54871,No,0,3260,10,326,0,8,408,0,75
PRV54873,No,0,420,8,53,0,8,53,0,65
PRV54875,Yes,20292,172000,20,8600,1015,19,9053,1068,70
PRV54876,Yes,2136,58000,3,19333,712,3,19333,712,71
PRV54877,No,180,26290,70,376,3,63,417,3,75
PRV54878,No,1158,9240,16,578,72,15,616,77,74
PRV54879,Yes,62364,643720,245,2627,255,197,3268,317,74
PRV54881,No,35244,294510,39,7552,904,39,7552,904,74
PRV54882,Yes,34946,369680,253,1461,138,220,1680,159,75
PRV54883,No,1068,13000,1,13000,1068,1,13000,1068,82
PRV54885,No,38868,411400,316,1302,123,289,1424,134,74
PRV54886,No,0,7940,9,882,0,9,882,0,79
PRV54887,No,430,48780,143,341,3,126,387,3,76
PRV54888,No,710,120880,413,293,2,324,373,2,75
PRV54889,No,7506,100580,56,1796,134,48,2095,156,75
PRV54890,No,4672,74320,77,965,61,77,965,61,75
PRV54891,No,5460,83380,50,1668,109,44,1895,124,74
PRV54892,No,0,10670,49,218,0,46,232,0,71
PRV54893,No,0,1830,8,229,0,8,229,0,67
PRV54894,Yes,142144,1757060,229,7673,621,209,8407,680,75
PRV54895,Yes,14964,1057610,3436,308,4,1469,720,10,74
